Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;226391;Material;28;Material de Proteção e Segurança;Outros;Material;30.28.00.001;Materiais e acessórios de proteção individual;;;3.3.90.30.28.00.001.11299;Calça operacional, material: ripstop 70% poliéster e 30% algodão, características adicionais: gramatura mínima de 210 g/m², com personalização, cor e tamanho à escolher.;un;30,0000;70,0000;2122,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226392;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11353;Lima, material: aço, formato: redonda, comprimento: 10 pol, aplicação: desbaste;un;100,0000;11,0000;1135,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226393;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11355;Disco de corte, aplicação: material ferroso, tipo uso: serra rápida (policorte), dimensões: 10 x 5/8 pol, características adicionais: com duas telas;un;100,0000;8,0000;888,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226394;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11358;Disco de corte, aplicação: material ferroso, tipo uso: serra rápida (policorte), dimensões: 12 pol, diâmetro furo: 5/8 pol, características adicionais: com 2 telas;un;100,0000;11,0000;1130,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226395;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11369;Enxada, material: aço, tipo: larga, peso: 2 1/2 libras, material cabo: madeira aparelhada;un;200,0000;48,0000;9660,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226396;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11370;Broca, material corpo: aço rápido, diâmetro: 1/8 pol;un;30,0000;0,0000;19,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226397;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11371;Broca, material corpo: aço rápido, diâmetro: 3/8 pol, características adicionais: tamanho médio.;un;20,0000;16,0000;338,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226398;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11372;Broca, material corpo: aço forjado, material ponta: aço rápido, diâmetro: 1/8 pol, características adicionais: tamanho médio.;un;20,0000;6,0000;120,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226399;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11373;Broca, material corpo: aço forjado, material ponta: aço rápido, diâmetro: 1/4 pol, características adicionais: tamanho médio.;un;20,0000;13,0000;260,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226402;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11381;Facão, material lâmina: aço sae 1070, material cabo: polipropileno, comprimento: 20 pol, características adicionais: com bainha;un;50,0000;57,0000;2895,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226403;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11382;Marreta, material: aço forjado, material cabo: madeira aparelhada e envernizada, formato: oitavada, peso: 2 kg, aplicação: uso geral na construção civil;un;20,0000;34,0000;680,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226404;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11384;Pé de cabra, material: aço forjado, formato corpo: redondo, comprimento: 80 cm;un;20,0000;58,0000;1178,4000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226405;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11386;Talhadeira, material: aço forjado, formato ponta: chata, diâmetro: 3/4 pol, comprimento: 30 cm;un;20,0000;11,0000;231,8000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226406;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.11387;Rastelo, características adicionais: com cabo de madeira de 1,5m e 14 dentes, medidas: 42 cm (com variação de +/-5%).;un;100,0000;14,0000;1450,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226407;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.11391;Lâmina de serra, material: aço rápido, dimensões: 12 pol x 300 mm, quantidade dentes: 24;un;50,0000;3,0000;170,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226421;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.11404;Rolo de pintura, material rolo: espuma de poliéster, largura: 10 cm, características adicionais: com cabo plástico, com suporte de aço galvanizado.;un;50,0000;3,0000;175,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226423;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.11405;Rolo de pintura, material rolo: espuma de poliéster, largura: 15 cm, características adicionais: com cabo plástico, com suporte de aço galvanizado.;un;50,0000;5,0000;265,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226425;Material;24;Equipamento de Proteção, Segurança e Socorro;Outros;Material;52.24.00.002;Equipamentos de segurança;;;4.4.90.52.24.00.002.12171;Extintor de incêndio, tipo: co² bc, capacidade: 06 kg, características adicionais: com instalação.;un;5,0000;300,0000;1500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226426;Material;24;Equipamento de Proteção, Segurança e Socorro;Outros;Material;52.24.00.002;Equipamentos de segurança;;;4.4.90.52.24.00.002.12174;Extintor de incêndio, tipo: pqs abc, capacidade: 02 kg, características adicionais: com instalação.;un;10,0000;100,0000;1000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226428;Material;35;Equipamentos de Microinformática;Outros;Material;52.35.00.003;Equipamentos de microinformática;;;4.4.90.52.35.00.003.12207;Monitor de vídeo lg - modelo: 20m35pd + adaptador dp, com garantia de 60 meses. 10. Do monitor de vídeo do tipo i 10.1. 01 (um) monitor para cada computador do tipo i com tela 100% plana de tecnologia led, 10.2. Tamanho diagonal da tela de no mínimo 1...;un;40,0000;673,0000;26942,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226430;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.012;Locação mobiliário, Montagens e instalações para evento;;;3.3.90.39.22.00.012.12412;Malha tensionada, descrição: locação e instalação de malha tensionada para decoração de ambientes em cores variadas, unidade de fornecimento: m² por diária.;m²;74,0000;15,0000;1110,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226431;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.016;Serviços de alimentação para evento;;;3.3.90.39.22.00.016.12436;Fornecimento de alimentação para evento, descrição: kit lanche, tipo 1, composto de 1 fruta, 1 bebida láctea, 1 pão com queijo e 1 guardanapo de papel, características adicionais: demais especificações conforme termo de referência.;un;2000,0000;8,0000;16880,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226433;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.016;Serviços de alimentação para evento;;;3.3.90.39.22.00.016.12437;Fornecimento de alimentação para evento, descrição: kit lanche, tipo 2, composto de 1 fruta, 1 suco, 1 biscoito integral e 1 guardanapo de papel, características adicionais: demais especificações conforme termo de referência.;un;1600,0000;10,0000;16944,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226434;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12582;Serviços de chaveiro, descrição: cópia de chave para porta de aço.;srvc;5,0000;105,0000;525,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226440;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12583;Serviços de chaveiro, descrição: cópia de chave tipo tetra.;srvc;5,0000;105,0000;525,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226441;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12589;Serviços de chaveiro, descrição: extração de chave quebrada.;srvc;5,0000;50,0000;250,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226442;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12595;Serviços de chaveiro, descrição: cópia de chave uma face simples ou colorida.;srvc;5,0000;105,0000;525,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226443;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12598;Serviços de chaveiro, descrição: conserto de fechadura de cilindro de porta interna ou externa.;srvc;10,0000;80,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226444;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12602;Serviços de chaveiro, descrição: abertura de fechadura em geral, tipo: gaveta, armários e cadeados.;srvc;10,0000;144,0000;1440,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226445;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12603;Serviços de chaveiro, descrição: conserto de fechadura para porta de banheiro, cilindro com chave fixa.;srvc;5,0000;80,0000;400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226446;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12605;Serviços de chaveiro, descrição: conserto de fechadura em geral, tipo: gaveta, armários e cadeados.;srvc;20,0000;80,0000;1600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226447;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12606;Serviços de chaveiro, descrição: instalação de fechadura de cilindro de porta interna ou externa.;srvc;5,0000;80,0000;400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226448;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12607;Serviços de chaveiro, descrição: instalação de fechadura lockwell.;srvc;5,0000;80,0000;400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226449;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12608;Serviços de chaveiro, descrição: instalação de fechadura porta de banheiro.;srvc;8,0000;80,0000;640,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226450;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12609;Serviços de chaveiro, descrição: instalação de fechadura de porta de vidro.;srvc;5,0000;80,0000;400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226451;Serviço;79;Serviço de Apoio Administrativo, Técnico e Operacional;Outros;Serviço;39.79.00.004;Serviços de confecção, cópia e modelagem de chaves, Consertos e abertura de fechaduras;;;3.3.90.39.79.00.004.12610;Serviços de chaveiro, descrição: instalação de fechadura em geral, tipo: gaveta, armários e cadeados.;srvc;10,0000;80,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226452;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.12640;Luminária Desobrepor, Descrição: corpo plástico, tipo tubular com LED, com duas lâmpadas medindo 120cm, potência total de 40w, cor branco frio, temperatura de cor 6500K.;un;100,0000;7,0000;750,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226453;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.008;Material para pintura, impermeabilização e colagem;;;3.3.90.30.24.00.008.12641;DILUENTE, Descrição: a base de mistura balanceada de álcoois, ésteres, teor mínimo de 8% de cetonas, glicoésteres e hidrocarbonetos, solvente para lacas, tintas sintéticas ,seladoras e vernizes, isento de benzeno e solventes clorados, tipo thinner industrial, Unidade de Fornecimento: galão com 900 ml.;gal;100,0000;19,0000;1990,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226454;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.008;Material para pintura, impermeabilização e colagem;;;3.3.90.30.24.00.008.12676;DILUENTE, Descrição:a base de hidrocarbonetos de petróleo, solvente para tintas a óleo, esmaltes e vernizes sintéticos, tipo raz, Unidade de Fornecimento: lata com 1 litro. - Unidade lata;lta;50,0000;32,0000;1600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226455;Material;17;Material de Informática;Outros;Material;30.17.00.002;Peças e acessórios para computadores e periféricos;;;3.3.90.30.17.00.002.12720;ADAPTADOR DISPLAYPORT para DVI, tipo conversor de vídeo, resolução máxima de 1920 x 1200;un;20,0000;40,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226456;Material;35;Equipamentos de Microinformática;Outros;Material;52.35.00.003;Equipamentos de microinformática;;;4.4.90.52.35.00.003.12796;COMPUTADOR com configurações mínimas sendo Sistema Operacional Windows 10 Professional (64bit), Processador Intel Core i7, ou superior, Memória RAM 8GB (expansível), Armazenamento 500GB HD (expansível), SSD, Webcam, Entrada/Saída: HDMI, VGA, SD, USB 3.0, USB 2.0, Saída para Fone, Saída para Microfone, Conectividades: Wireless, LAN, Bluetooth 4.1, mouse e teclado com fio ou bluetooth, Placa de vídeo Integrada, Placa de Som Integrada, Garantia mínima: 12 meses.;un;100,0000;1538,0000;153899,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226457;Material;35;Equipamentos de Microinformática;Outros;Material;52.35.00.003;Equipamentos de microinformática;;;4.4.90.52.35.00.003.12799;MONITOR descrição de no mínimo 21 polegadas de diagonal visível, tempo de resposta máximo de 6,0 ms, brilho com no mínimo 250 cd/m², suporte a 16,7 milhões de cores, tela anti-reflexiva, resolução mínima de Led Full HD (1920x1080) 60 HZ, fonte de alimentação bivolt, tensões de entrada nas faixas de 100V a 240V, com no mínimo 1 porta VGA e 1 porta HDMI.;un;20,0000;650,0000;13000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226458;Material;35;Equipamentos de Microinformática;Outros;Material;52.35.00.003;Equipamentos de microinformática;;;4.4.90.52.35.00.003.12800;TECLADO com descrições mínimas de com conexão padrão USB, com conjunto alfanumérico e caracteres especiais de conformidade com o padrão ABNT2, com no mínimo 104 teclas, com 12 teclas de funções F1-F12 na parte superior do teclado, com LED indicador de ativação de teclas.;un;60,0000;45,0000;2700,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226459;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.008;Material para pintura, impermeabilização e colagem;;;3.3.90.30.24.00.008.12824;FITA ASFÁLTICA ADESIVA, Descrição: aluminizada, medindo 10cm de largura e 10m de comprimento, indicada para vedação, proteção e reparo em geral, como em lajes, telhados, cantoneiras e entre outros.;m;300,0000;1,0000;495,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226460;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.008;Material para pintura, impermeabilização e colagem;;;3.3.90.30.24.00.008.13201;ADESIVO VEDA CALHA, Descrição: na cor cinza, com bico aplicador, indicado para vedação e selagem de telhas e calhas. Unidade de fornecimento: tubo com, no mínimo, 280g.;tb;40,0000;15,0000;600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226461;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13222;PERFIL METÁLICO, Descrição: chapa nº 18 metalon, medindo 50x20mm, barra de 6
metros;bar;30,0000;49,0000;1497,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226462;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13236;FERROLHO, Descrição: ferrolho chato, zincado, medindo 4 polegadas;un;80,0000;15,0000;1200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226463;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13237;FERROLHO, Descrição: ferrolho chato, zincado, medindo 2.1/2 polegadas;un;100,0000;15,0000;1500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226464;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13239;FERROLHO, Descrição: ferrolho chato, zincado, medindo 2 polegadas;un;80,0000;15,0000;1200,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226465;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13248;CANTONEIRA, Descrição: em aço, laminada, medindo 3 x 1/4 polegadas;pç;100,0000;3,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226466;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13228;BARRA CHATA, Descrição: em aço, medindo 7/8 x 3/16 polegadas, Unidade de Fornecimento: barra com 6m;bar;80,0000;12,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226467;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13249;CANTONEIRA, Descrição: em aço, laminada, medindo 4 x 1/4 polegadas;pç;100,0000;3,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226468;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13274;BARRA LISA, Descrição: em ferro liso, aço 1020, espessura de 5/16 polegada, Unidade de Fornecimento: barra com 6m;bar;80,0000;12,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226469;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13275;BARRA LISA, Descrição: em ferro liso, aço 1020, espessura de 3/8 polegada, Unidade de Fornecimento: barra com 6m;bar;80,0000;12,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226470;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.003;Ferragens e artefatos de metal, de plástico abrasivo;;;3.3.90.30.24.00.003.13277;BARRA CHATA, Descrição: em aço, medindo 3/4 x 3/16 polegadas, Unidade de Fornecimento: barra com 6m;bar;80,0000;12,0000;960,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226471;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.010;Locação de aparelhos, Equipamentos e utensílios para evento;;;3.3.90.39.22.00.010.13508;BANHEIRO QUÍMICO, Descrição: locação, montagem, manutenção e desmontagem de banheiro químico individual, para pessoas com deficiência - PCD, versão standart, adaptado, em polietileno de alta densidade, piso antiderrapante e rampa de acesso, medindo no mínimo 230cm de altura, Características Adicionais: demais especificações conforme Termo de Referência.;dia;120,0000;273,0000;32868,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226472;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13509;DESEMPENADEIRA, Descrição: em PVC, revestimento em borracha, medindo 30x18cm.;un;50,0000;11,0000;570,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226473;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13511;COLHER DE PEDREIRO, Descrição: corpo forjado em aço, pintura eletrostática a pó, cabo em madeira, referência 10 polegadas.;un;50,0000;10,0000;516,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226474;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13513;TRENA, Descrição: caixa em abs de alta resistência, fibra em aço, medindo 25mm de largura e 5m de comprimento, graduação em milímetros, sistema de trava com botão.;un;50,0000;10,0000;528,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226505;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13514;TRENA, Descrição: caixa plástica, fita em fibra de vidro, medindo 12,5mm de largura e 100m de comprimento, com manivela para recolhimento da fita.;un;5,0000;62,0000;310,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226506;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13516;PÁ, Descrição: de bico, em aço, medindo 260x296mm, cabo em madeira medindo 120cm.;un;50,0000;24,0000;1225,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226507;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13518;MARRETA, Descrição: aço forjado, material cabo: madeira aparelhada e envernizada, formato: oitavada, peso: 5 kg.;un;20,0000;89,0000;1790,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226508;Material;42;Ferramentas;Outros;Material;30.42.00.001;Ferramentas uso agricultura e obras;;;3.3.90.30.42.00.001.13519;ALAVANCA, Descrição: em aço forjado, ponta chata e aguda, espessura de 1 pol, comprimento de 1,8m.;un;50,0000;100,0000;5000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226509;Material;26;Material Elétrico e Eletrônico;Outros;Material;30.26.00.001;Material para instalação elétrica e de iluminação;;;3.3.90.30.26.00.001.13524;MANGUEIRA DE LED, Descrição: alto brilho, à prova d'água, grau de proteção mínimo IP67, 220v, vida útil mínima de 40.000 horas, cor a escolher, Unidade de Fornecimento: rolo com 100m. - Unidade rolo;rl;50,0000;300,0000;15000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226510;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.010;Locação de aparelhos, Equipamentos e utensílios para evento;;;3.3.90.39.22.00.010.13540;BANHEIRO QUÍMICO, Descrição: locação, montagem, manutenção e desmontagem de banheiro químico individual, versão standart, em polietileno de alta densidade, piso antiderrapante, medindo no mínimo 110x120x230cm, Características Adicionais: demais especificações conforme Termo de Referência.;un;180,0000;232,0000;41808,6000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226511;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.012;Locação mobiliário, Montagens e instalações para evento;;;3.3.90.39.22.00.012.13589;BOX TRUSS, Descrição: locação, montagem, manutenção e desmontagem de Box Truss Q30, Características Adicionais: demais especificações conforme Termo de Referência.;m;20,0000;120,0000;2400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226512;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.001;Serviços para eventos em geral;;;3.3.90.39.22.00.001.13593;Contratação de empresa para fornecimento de serviços voltados a eventos itinerarios (alambrados, box truss, tenda, gerador de energia, coffer break, banheiros quimicos, cadeiras de pvc, banners, lona de sinalização, balão aéreo, painel de led, kits de lanche. Demais Especificações de acordo com o termo de referência.;srvc;4,0000;28000,0000;112000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226586;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.13663;ELETRODO em aço carbono, medindo 300mm de comprimento, diâmetro de 2,5mm, lata com 20kg;un;5,0000;365,0000;1825,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226864;Material;14;Material esportivo;Outros;Material;32.14.00.001;Material esportivo;;;3.3.90.32.14.00.001.15276;BOLA de futsal, material: poliuretano, peso da bola cheia: 390g a 450g, circunferência: 60cm à 65cm, sem costura, válvula removível e lubrificada, cor predominante: branca, tipo: oficial.;un;20,0000;40,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226589;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.008;Material para pintura, impermeabilização e colagem;;;3.3.90.30.24.00.008.13696;ADESIVO DE SILICONE ACÉTICO, Descrição: incolor, com bico aplicador, indicado para vedação e selagem de uso geral, como em pia, vaso sanitário, box de banho, porta, janela, cuba e entre outros. Unidade de fornecimento: tubo com, no mínimo, 270ml.;tb;35,0000;6,0000;213,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226591;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.13720;BROCHA, Descrição: monofilamento bicolor, com cabo plástico, medindo 15X5,6cm.;un;200,0000;3,0000;740,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226593;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.13721;ESQUADRO, Descrição: em alumínio, medindo 16 polegadas.;un;20,0000;9,0000;186,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;226595;Material;42;Ferramentas;Outros;Material;30.42.00.002;Ferramentas em geral;;;3.3.90.30.42.00.002.13722;PRUMO, Descrição: em metal, cilíndrico, referência nº 5.;un;10,0000;12,0000;129,0000;0,0000;02/09/2026
