Unidade Responsável;UASG;Id do item no PCA;Categoria do Item;Identificador da Futura Contratação;Nome da Futura Contratação;Catálogo Utilizado;Classificação do Catálogo;Código da Classificação Superior (Classe/Grupo);Nome da Classificação Superior (Classe/Grupo);Código do PDM do Item;Nome do PDM do Item;Código do Item;Descrição do Item;Unidade de Fornecimento;Quantidade Estimada;Valor Unitário Estimado (R$);Valor Total Estimado (R$);Valor orçamentário estimado para o exercício (R$);Data Desejada
Administração Regional de Samambaia;9114;228007;Material;34;Máquinas, Utensílios e Equipamentos Diversos;Outros;Material;52.34.00.004;Máquinas, utensílios e equipamentos diversos;;;4.4.90.52.34.00.004.42049;FURADEIRA E PARAFUSADEIRA, Descrição: elétrica, com potência mínima de 400W, mandril de aperto rápido com capacidade para broca de até 10mm, controle de torque ajustável, com função reversa (permitindo o desaperto de parafusos), equipada com iluminação por LED na ponta para melhor visibilidade da área de trabalho, com empunhadura ergonômica e antiderrapante, tensão de 220V ou bivolt, equipamento indicado para perfuração e fixação em madeira, metal e alvenaria leve.;un;4,0000;600,0000;2400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228008;Material;38;Máquinas, Ferramentas e Utensílios de Oficina;Outros;Material;52.38.00.001;Máquinas, Ferramentas e utensílios de oficinas mecânicas;;;4.4.90.52.38.00.001.42051;MÁQUINA DE SOLDA, Descrição: elétrica, portátil, tipo multiprocesso (MMA/TIG/PLASMA), com tecnologia inversora (inverter), potência mínima de 8,5kW, grau de proteção de IP21 ou superior, corrente máxima de soldagem de, no mínimo, 200A, dotado de display digital para visualização de parâmetros de soldagem, alça para transporte e acessórios inclusos (porta-eletrodo, garra negativa, tocha e cabos de conexão), tensão de 220V ou bivolt, equipamento indicado para soldagem de pequeno e médio porte em materiais metálicos como aço inoxidável, aço carbono, ferro e perfil metálico.;un;2,0000;500,0000;1000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228009;Material;42;Mobiliário em Geral;Outros;Material;52.42.00.013;Móveis em geral;;;4.4.90.52.42.00.013.42052;ARMÁRIO ROUPEIRO DE AÇO, Descrição: tipo vestiário, confeccionado em chapa de aço carbono com pintura eletrostática, na cor cinza, resistente à oxidação, com cantos e bordas arredondados, sem rebarbas, dimensões mínimas totais de 197cm (Altura) x 122 cm(Largura) x 36cm (Profundidade), composto de 8 portas individuais, cada uma com divisão interna, suporte para cabide, ventilação tipo veneziana e fechadura para cadeado, pés em aço, com altura mínima de 10cm e sapatas niveladoras para estabilidade, móvel destinado à guarda de vestuários e pertences pessoais em vestiários, almoxarifados ou áreas de troca de uniforme, móvel entregue montado.;un;10,0000;700,0000;7000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228010;Material;34;Máquinas, Utensílios e Equipamentos Diversos;Outros;Material;52.34.00.004;Máquinas, utensílios e equipamentos diversos;;;4.4.90.52.34.00.004.42053;ESCADA ARTICULADA, Descrição: confeccionada em alumínio, com capacidade de carga de, no mínimo, 150 kg, composta por 4 seções articuladas, totalizando 16 degraus, com sistema de travamento individual em cada seção, proporciona alcance máximo de trabalho de, no mínimo, 4,2m de altura, equipada com sapatas antiderrapantes para estabilidade, modelo multifuncional, configurável em diferentes posições de uso como escada simples, extensão e plataforma.;un;5,0000;500,0000;2500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228011;Material;14;Material esportivo;Outros;Material;32.14.00.001;Material esportivo;;;3.3.90.32.14.00.001.42084;CORDA funcional 10m, 38mm, polipropileno trançado, empunhadura termoencolhível. Demais especificações conforme Termo de Referência.;un;10,0000;41,0000;419,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228012;Material;12;Aparelhos e Utensílios Domésticos;Outros;Material;52.12.00.001;Aparelhos eletrodomésticos em geral e utensílios;;;4.4.90.52.12.00.001.42098;ESCADA, Descrição: de 3 degraus, sendo 2 medindo no mínimo 7x38cm e 1 (prancha) 24x30cm revestidos com material antiderrapante, pés com ponteiras de PVC (antiderrapante), altura medindo no mínimo 110cm, suportando até 120KG.;un;5,0000;190,0000;950,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228013;Material;25;Material para Manutenção de Bens Móveis;Outros;Material;30.25.00.013;Peças e acessórios;;;3.3.90.30.25.00.013.42336;SUPORTE PARA EXTINTOR DE INCÊNDIO, Descrição: de parede, tipo "L", confeccionado em aço inoxidável, destinado à fixação de extintores de incêndio portáteis em parede, com instalação.;un;20,0000;8,0000;160,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228014;Material;15;Material para Eventos em Geral;Outros;Material;30.15.00.006;Material para eventos em geral;;;3.3.90.30.15.00.006.42532;LENÇO UMEDECIDO PARA HIGIENE PESSOAL, Descrição: sem álcool, tamanho mínimo 20cm x 12cm, embalagem tipo abre e fecha com no mínimo 48 unidades/lenços, marca: huggies, igual ou superior.;cx;168,0000;12,0000;2093,2800;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228015;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.005;Garrafas, garrafões, galões, frascos e ampolas;;;3.3.90.30.19.00.005.42647;GARRAFÃO PARA ÁGUA MINERAL, Descrição: de 20 litros, tipo retornável, vasilhame vazio, fabricado em plástico tipo polipropileno (PP), transparente, livre de BPA, indicado para reposição ou substituição de vasilhames utilizados em contratos de fornecimento de água mineral em regime de comodato, nos casos de quebra, dano ou extravio.;un;100,0000;3,0000;321,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228016;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.003;Caixas e caixotes;;;3.3.90.30.19.00.003.42648;CAIXA PLÁSTICA MULTIUSO, Descrição: tipo vazada, confeccionada em polietileno (PE) ou polipropileno (PP), livre de BPA, cor a escolher, conforme disponibilidade do catálogo do fabricante (branca, verde, azul, vermelha, preta), medidas externas mínimas de 55cm (comprimento) x 35cm (largura) x 31cm (altura), empilhável, com ombreiras laterais para facilitar o transporte, adequada para armazenamento, organização e transporte de materiais diversos, como produtos alimentícios e utensílios, indicada para uso em ambientes institucionais, como copas, cozinhas e laboratórios, que demandam materiais resistentes, higiênicos e de fácil manutenção.;un;5,0000;74,0000;372,5000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228017;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.003;Caixas e caixotes;;;3.3.90.30.19.00.003.42650;CAIXA PLÁSTICA MULTIUSO, Descrição: tipo vazada baixa, confeccionada em polietileno (PE) ou polipropileno (PP), livre de BPA, cor a escolher, conforme disponibilidade do catálogo do fabricante (branca, verde, azul, vermelha, preta), medidas externas mínimas de 55cm (comprimento) x 35cm (largura) x 18cm (altura), empilhável, com ombreiras laterais para facilitar o transporte, adequada para armazenamento, organização e transporte de materiais diversos, como produtos alimentícios e utensílios, indicada para uso em ambientes institucionais, como copas, cozinhas e laboratórios, que demandam materiais resistentes, higiênicos e de fácil manutenção.;un;5,0000;50,0000;250,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228018;Material;19;Material de Acondicionamento e Embalagem;Outros;Material;30.19.00.003;Caixas e caixotes;;;3.3.90.30.19.00.003.42652;CAIXA PLÁSTICA MULTIUSO, Descrição: tipo fechada com tampa, confeccionada em polietileno (PE) ou polipropileno (PP), livre de BPA, na cor branca, medidas externas mínimas de 53cm (comprimento) x 32cm (largura) x 17cm (altura), com capacidade mínima de 25 litros, empilhável, com ombreiras laterais para facilitar o transporte, adequada para armazenamento, organização e transporte de materiais diversos, como produtos alimentícios e utensílios, indicada para uso em ambientes institucionais, como copa, cozinhas e laboratórios, que demandam materiais resistentes, higiênicos e de fácil manutenção.;un;5,0000;60,0000;300,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228019;Material;42;Mobiliário em Geral;Outros;Material;52.42.00.013;Móveis em geral;;;4.4.90.52.42.00.013.42657;PIA DE COZINHA, Descrição: tipo industrial, confeccionada em aço inox, de alta resistência à corrosão, com acabamento liso e uniforme, medidas mínimas de 200cm (largura) x 60cm (profundidade) x 90cm (altura), com 2 cubas com medidas mínimas de 50cm (largura) x 40cm (profundidade) x 25cm (altura) cada, integradas ao tampo da pia, sem emendas e com cantos arredondados, com espelho frontão (faixa protetora traseira) fixado acima do tampo, com no mínimo 10cm de altura, destinado a proteger a parede contra respingos de água e resíduos, equipada com 1 prateleira inferior lisa, destinadas à organização e armazenamento de utensílios e materiais de trabalho, dotada de pés com sapatas niveladoras ajustável, em nylon ou material similar, que garantem estabilidade, segurança e nivelamento adequado ao piso, indicada para copas e cozinhas institucionais, laboratórios ou outros locais que demandem superfície resistente, higiênica e de fácil manutenção.;un;2,0000;1500,0000;3000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228020;Material;42;Mobiliário em Geral;Outros;Material;52.42.00.013;Móveis em geral;;;4.4.90.52.42.00.013.42660;ESTANTE DE COZINHA, Descrição: tipo industrial, confeccionada em aço inox, de alta resistência à corrosão, com acabamento liso e uniforme, medidas mínimas de 100cm (Largura) x 50cm (profundidade) x 200cm (altura), equipada com 5 prateleiras lisas, destinadas à organização e armazenamento de utensílios e materiais de trabalho, dotada de pés com sapatas niveladoras ajustável, em nylon ou material similar, que garantem estabilidade, segurança e nivelamento adequado ao piso, indicada para copas e cozinhas institucionais, laboratórios ou outros locais que demandem superfície resistente, higiênica e de fácil manutenção.;un;5,0000;800,0000;4000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228021;Material;12;Aparelhos e Utensílios Domésticos;Outros;Material;52.12.00.001;Aparelhos eletrodomésticos em geral e utensílios;;;4.4.90.52.12.00.001.42666;CARRINHO AUXILIAR DE COZINHA, Descrição: confeccionada em aço inox, de alta resistência à corrosão, com acabamento liso e uniforme, medidas mínimas de 88cm (largura) x 46cm (profundidade) x 88cm (altura), equipado com 3 prateleiras com frestas, com ajustes de altura, todas com varandas de proteção e acompanhadas de 3 placas de polipropileno para uso como base, para evitar a queda de pequenos objetos entre as aberturas das frestas das prateleiras, dotado de 1 puxador lateral e montado sobre 4 rodízios, sendo no mínimo 2 com travamento, destinado a organização, apoio e transporte de materiais de trabalho.;un;2,0000;1800,0000;3600,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228022;Material;48;Veículos diversos;Outros;Material;52.48.00.003;Veículos diversos;;;4.4.90.52.48.00.003.42667;CARRINHO DE CARGA, Descrição: tipo armazém, com estrutura confeccionada em aço carbono ou aço inox, com tratamento anticorrosivo, suporte de capacidade máxima de, no mínimo, 350 kg, equipados com pneus do tipo pneumáticos (câmara de ar), destinado ao transporte de materiais pesados e volumosos em ambientes internos, como almoxarifados.;un;2,0000;200,0000;400,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228023;Material;24;Material para Manutenção de Bens Imóveis/Instalações;Outros;Material;30.24.00.008;Material para pintura, impermeabilização e colagem;;;3.3.90.30.24.00.008.42929;TINTA, Lata de 18 litros tipo esmalte sintético para metal fosco.;lta;10,0000;400,0000;4000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;228072;Serviço;04;Manutenção e Conservação de Bens Imóveis;Outros;Serviço;37.04.00.001;Serviços de manutenção e conservação de bens imóveis;;;3.3.90.37.04.00.001.34054;Contratação de empresa especializada na prestação de serviços continuados de operação, manutenção predial preventiva e corretiva dos sistemas, dos equipamentos elétricos, hidráulicos, mecânicos, de incêndio, de ar condicionado e das instalações gerais das edificações, com o fornecimento de mão de obra (bombeiro hidráulico, cabista, eletricista de platão diurno e noturno, encarregado, engenheiros mecânico e eletricista, especialista em combate a incêndio, mecânico de refrigeração e esp em ar condicionado com plantões diurnos e noturnos, pedreiro, pintor de alvenaria, fornecimento de material de consumo e insumos necessários e adequados à execução dos serviços nas edificações pertencentes ao órgão. Demais especificações conforme termo de referência.;srvc;5,0000;1000000,0000;5000000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;244193;Material;04;Gêneros alimentícios;Outros;Material;32.04.00.001;Gêneros alimentícios;;;3.3.90.32.04.00.001.11726;Cesta de alimentos, Descrição: fornecimento de cesta de alimentos, Contendo: arroz parboilizado, açúcar, feijão carioca, feijão preto, macarrão, farinha de mandioca, farinha de milho, polvilho doce, óleo de soja, carne bovina, sardinha, sal, café...;un;800,0000;25,0000;20000,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;244194;Serviço;22;Serviços para Eventos em Geral;Outros;Serviço;39.22.00.001;Serviços para eventos em geral;;;3.3.90.39.22.00.001.13742;Coffee Break (Tipo 1) - a) Café, chá, leite e suco de fruta (02 tipos), b) Refrigerante (02 tipos tradicionais e 02 tipos diet/light, c) 4 tipos de salgados fritos e/ou assados e 2 tipos de itens doces de panificação e/ou confeitaria. O serviço deverá ser servido com todos os materiais necessários para o perfeito funcionamento. Ex: Réchauds, suplas, copos, taças de cristal, guardanapo de pano (branco) louças, prataria e talheres, gelo e toalha de mesa. Apenas quando indicado pelo fiscal setorial os pratos, talheres, copos e outros itens poderão ser descartáveis. Duração mínima de 30 minutos e máxima de 1h. Reposição obrigatória durante o período. Sujeito à aprovação do cardápio.;srvc;1900,0000;15,0000;28500,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;245672;Material;22;Material de Limpeza e Produção de Higienização;Outros;Material;30.22.00.001;Artigos e utensílios para limpeza;;;3.3.90.30.22.00.001.43564;PAPEL TOALHA, Descrição: interfolhado, confeccionado em celulose vegetal, folhas duplas, na cor branca, medidas mínimas por folha de 20x20cm, compatíveis com porta-papel padrão para papel toalha interfolhado. Unidade de fornecimento: pacote com, no mínimo, 1250 folhas.;pct;50,0000;16,0000;800,0000;0,0000;02/09/2026
Administração Regional de Samambaia;9114;245673;Material;22;Material de Limpeza e Produção de Higienização;Outros;Material;30.22.00.001;Artigos e utensílios para limpeza;;;3.3.90.30.22.00.001.43565;PAPEL TOALHA, Descrição: tipo multiuso, confeccionado em celulose vegetal, folhas duplas, picotado, na cor branca, medidas mínimas por folha de 19x19cm. Unidade de fornecimento: pacote com 2 rolos com, no mínimo, 60 folhas cada.;pct;100,0000;4,0000;450,0000;0,0000;02/09/2026
